Tipo,Label,Nombre
N,"Ahora voy a mencionarle el nombre de algunas entidades de BOGOTA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Lotería de Bogotá",GP1_608
N,"Ahora voy a mencionarle el nombre de algunas entidades de BOGOTA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Instituto para la Economía Social IPES",GP1_609
N,"Ahora voy a mencionarle el nombre de algunas entidades de MANIZALES para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. CHEC",GP1_61
N,"Ahora voy a mencionarle el nombre de algunas entidades de BOGOTA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Corporación para el Desarrollo y la Productividad Bogotá Región",GP1_610
N,"Ahora voy a mencionarle el nombre de algunas entidades de BOGOTA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Instituto para la Investigación Educativa y el Desarrollo Pedagógico IDEP",GP1_611
N,"Ahora voy a mencionarle el nombre de algunas entidades de BOGOTA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Instituto para la Protección de la Niñez y la Juventud IDIPRON",GP1_612
N,"Ahora voy a mencionarle el nombre de algunas entidades de BOGOTA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Instituto Distrital de Turismo",GP1_613
N,"Ahora voy a mencionarle el nombre de algunas entidades de BOGOTA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Instituto Distrital del Patrimonio Cultural IDPC",GP1_614
N,"Ahora voy a mencionarle el nombre de algunas entidades de BOGOTA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Fundación Gilberto Álzate Avendaño",GP1_615
N,"Ahora voy a mencionarle el nombre de algunas entidades de BOGOTA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Instituto de Desarrollo Urbano IDU",GP1_616
N,"Ahora voy a mencionarle el nombre de algunas entidades de BOGOTA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Unidad Administrativa Especial de Rehabilitación y Mantenimiento Vial",GP1_617
N,"Ahora voy a mencionarle el nombre de algunas entidades de BOGOTA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Caja de Vivienda Popular",GP1_618
N,"Ahora voy a mencionarle el nombre de algunas entidades de BOGOTA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Unidad Administrativa Especial de Servicios Públicos",GP1_619
N,"Ahora voy a mencionarle el nombre de algunas entidades de MANIZALES para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Comité Intergremial de Caldas",GP1_62
N,"Ahora voy a mencionarle el nombre de algunas entidades de BOGOTA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Empresa de Renovación Urbana ERU",GP1_620
N,"Ahora voy a mencionarle el nombre de algunas entidades de BOGOTA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Metrovivienda",GP1_621
N,"Ahora voy a mencionarle el nombre de algunas entidades de BOGOTA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Personería de Bogotá",GP1_622
N,"Ahora voy a mencionarle el nombre de algunas entidades de BOGOTA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Contraloría de Bogotá",GP1_623
N,"Ahora voy a mencionarle el nombre de algunas entidades de BOGOTA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Veeduría Distrital",GP1_624
N,"Ahora voy a mencionarle el nombre de algunas entidades de BOGOTA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Alcaldías Locales",GP1_625
N,"Ahora voy a mencionarle el nombre de algunas entidades de BOGOTA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Juntas Administradoras Locales JAL",GP1_626
N,"Ahora voy a mencionarle el nombre de algunas entidades Jueces de Paz de BOGOTA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Comisarías de Familia",GP1_627
N,"Ahora voy a mencionarle el nombre de algunas entidades de BOGOTA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Curadurías Urbanas",GP1_628
N,"Ahora voy a mencionarle el nombre de algunas entidades de BOGOTA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Jueces de Paz",GP1_629
N,"Ahora voy a mencionarle el nombre de algunas entidades de MANIZALES para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Confamiliares",GP1_63
N,"Ahora voy a mencionarle el nombre de algunas entidades de BOGOTA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Casas de Justicia",GP1_630
N,"Ahora voy a mencionarle el nombre de algunas entidades de BOGOTA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Servicios Integrales para la Movilidad - Consorcio SIM",GP1_631
N,"Ahora voy a mencionarle el nombre de algunas entidades de BOGOTA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. CADEL (ahora se llaman DILE Dirección Local de Educación)",GP1_632
N,"Ahora voy a mencionarle el nombre de algunas entidades de BOGOTA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Centros Operativos Locales de la Secretaría de Integración Social – COL",GP1_633
N,"Ahora voy a mencionarle el nombre de algunas entidades de BOGOTA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Fondo de Educación y Seguridad Vial FONDATT",GP1_634
N,"Ahora voy a mencionarle el nombre de algunas entidades de Bogotá para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.- Servicios Especializados de Tránsito y Transporte SETT",GP1_635
N,"Ahora voy a mencionarle el nombre de algunas entidades de Bogotá para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. - El Concejo de Bogotá",GP1_636
N,"Ahora voy a mencionarle el nombre de algunas entidades de Bogotá para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. - Secretaría de Tránsito y Transporte",GP1_637
N,"Ahora voy a mencionarle el nombre de algunas entidades de Bogotá para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. - Planeación Distrital",GP1_638
N,"Ahora voy a mencionarle el nombre de algunas entidades de Bogotá para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. - Departamento Administrativo del Medio Ambiente – DAMA",GP1_639
N,"Ahora voy a mencionarle el nombre de algunas entidades de MANIZALES para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Efigas",GP1_64
N,"Ahora voy a mencionarle el nombre de algunas entidades de Bogotá para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. - Instituto Distrital de Cultura y Turismo",GP1_640
N,"Ahora voy a mencionarle el nombre de algunas entidades de Bogotá para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. - Bienestar social del Distrito (DABS)",GP1_641
N,"Ahora voy a mencionarle el nombre de algunas entidades de Bogotá para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. - Personería Distrital",GP1_642
N,"Ahora voy a mencionarle el nombre de algunas entidades de Bogotá para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. - Secretaría General de la Alcaldía",GP1_643
N,"Ahora voy a mencionarle el nombre de algunas entidades de Bogotá para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. - Unidad Ejecutiva de Servicios Públicos",GP1_644
N,"Ahora voy a mencionarle el nombre de algunas entidades de Bogotá para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. - Supercades",GP1_645
N,"Ahora voy a mencionarle el nombre de algunas entidades de Bogotá para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. - El alcalde Antanas Mockus -",GP1_646
N,"Ahora voy a mencionarle el nombre de algunas entidades de MANIZALES para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Empresa de Renovación Urbana",GP1_65
N,"Ahora voy a mencionarle el nombre de algunas entidades de MANIZALES para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Empresa Metropolitana de Aseo EMAS",GP1_66
N,"Ahora voy a mencionarle el nombre de algunas entidades de BUCARAMANGA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Empresa de Gas natural",GP1_661
N,"Ahora voy a mencionarle el nombre de algunas entidades de BUCARAMANGA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Policía Metropolitana de Bucaramanga",GP1_662
N,"Ahora voy a mencionarle el nombre de algunas entidades de BUCARAMANGA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Comisarías de Familia",GP1_663
N,"Ahora voy a mencionarle el nombre de algunas entidades de BUCARAMANGA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Secretaría General de la Alcaldía",GP1_664
N,"Ahora voy a mencionarle el nombre de algunas entidades de BUCARAMANGA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Secretaría Municipal de Gobierno",GP1_665
N,"Ahora voy a mencionarle el nombre de algunas entidades de BUCARAMANGA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Defensoría del Espacio Público",GP1_666
N,"Ahora voy a mencionarle el nombre de algunas entidades de BUCARAMANGA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Atención de Desastres",GP1_667
N,"Ahora voy a mencionarle el nombre de algunas entidades de BUCARAMANGA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Secretaría de Hacienda",GP1_668
N,"Ahora voy a mencionarle el nombre de algunas entidades de BUCARAMANGA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Secretaría Municipal de Planeación",GP1_669
N,"Ahora voy a mencionarle el nombre de algunas entidades de MANIZALES para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Fundación Luker",GP1_67
N,"Ahora voy a mencionarle el nombre de algunas entidades de BUCARAMANGA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Secretaría Municipal de Desarrollo Económico",GP1_670
N,"Ahora voy a mencionarle el nombre de algunas entidades de BUCARAMANGA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Secretaría de Educación Municipal",GP1_671
N,"Ahora voy a mencionarle el nombre de algunas entidades de BUCARAMANGA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Universidad del Pueblo",GP1_672
N,"Ahora voy a mencionarle el nombre de algunas entidades de BUCARAMANGA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Secretaría Municipal de Salud",GP1_673
N,"Ahora voy a mencionarle el nombre de algunas entidades de BUCARAMANGA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Casa de la Cultura",GP1_674
N,"Ahora voy a mencionarle el nombre de algunas entidades de BUCARAMANGA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Instituto Municipal del Deporte",GP1_675
N,"Ahora voy a mencionarle el nombre de algunas entidades de BUCARAMANGA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Instituto Municipal de Turismo",GP1_676
N,"Ahora voy a mencionarle el nombre de algunas entidades de BUCARAMANGA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Hogares Claret",GP1_677
N,"Ahora voy a mencionarle el nombre de algunas entidades de BUCARAMANGA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Canal TRO",GP1_678
N,"Ahora voy a mencionarle el nombre de algunas entidades de BUCARAMANGA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Centro Especializado de Atención al Menor Infractor",GP1_679
N,"Ahora voy a mencionarle el nombre de algunas entidades de MANIZALES para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Infimanizales",GP1_68
N,"Ahora voy a mencionarle el nombre de algunas entidades de BUCARAMANGA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Metrolínea",GP1_680
N,"Ahora voy a mencionarle el nombre de algunas entidades de BUCARAMANGA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Tele Bucaramanga",GP1_681
N,"Ahora voy a mencionarle el nombre de algunas entidades de BUCARAMANGA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Personería",GP1_682
N,"Ahora voy a mencionarle el nombre de algunas entidades de BUCARAMANGA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Contraloría Municipal",GP1_683
N,"Ahora voy a mencionarle el nombre de algunas entidades de BUCARAMANGA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Biblioteca Municipal",GP1_684
N,"Ahora voy a mencionarle el nombre de algunas entidades de BUCARAMANGA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Curadurías Urbanas",GP1_685
N,"Ahora voy a mencionarle el nombre de algunas entidades de BUCARAMANGA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Jueces de Paz",GP1_686
N,"Ahora voy a mencionarle el nombre de algunas entidades de BUCARAMANGA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Casas de Justicia",GP1_687
N,"Ahora voy a mencionarle el nombre de algunas entidades de BUCARAMANGA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Empresa Piedecuestana de Servicios",GP1_688
N,"Ahora voy a mencionarle el nombre de algunas entidades de MANIZALES para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Invama",GP1_69
N,"Ahora voy a mencionarle el nombre de algunas entidades de MEDELLIN para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Secretaría de Gobierno",GP1_7
N,"Ahora voy a mencionarle el nombre de algunas entidades de MANIZALES para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. La Patria",GP1_70
N,"Ahora voy a mencionarle el nombre de algunas entidades de MANIZALES para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Idartes",GP1_700
N,"Ahora voy a mencionarle el nombre de algunas entidades de MANIZALES para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-	Lotería de Manizales",GP1_701
N,"Ahora voy a mencionarle el nombre de algunas entidades de MANIZALES para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-	Secretaría de Hacienda",GP1_702
N,"Ahora voy a mencionarle el nombre de algunas entidades de MANIZALES para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-	Secretaría de servicios administrativos",GP1_703
N,"Ahora voy a mencionarle el nombre de algunas entidades de MANIZALES para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Secretaría jurídica",GP1_704
N,"Ahora voy a mencionarle el nombre de algunas entidades de MANIZALES para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-UNE antes Emtelsa",GP1_705
N,"Ahora voy a mencionarle el nombre de algunas entidades de MANIZALES para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Universidad Católica de Manizales",GP1_706
N,"Ahora voy a mencionarle el nombre de algunas entidades de MANIZALES para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Secretaria del medio ambiente",GP1_707
N,"Ahora voy a mencionarle el nombre de algunas entidades de MANIZALES para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-EMSA",GP1_708
N,"Ahora voy a mencionarle el nombre de algunas entidades de MANIZALES para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Manizales Segura",GP1_71
N,"Ahora voy a mencionarle el nombre de algunas entidades de MANIZALES para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Manizales Más",GP1_72
N,"Ahora voy a mencionarle el nombre de algunas entidades de MANIZALES para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Secretaría de Competitividad",GP1_73
N,"Ahora voy a mencionarle el nombre de algunas entidades de MANIZALES para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Secretaría de Desarrollo Social",GP1_74
N,"Ahora voy a mencionarle el nombre de algunas entidades de MANIZALES para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Secretaría de Educación",GP1_75
E,"Ahora voy a mencionarle el nombre de algunas entidades de PEREIRA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. InfiPereira",GP1_751
N,"Ahora voy a mencionarle el nombre de algunas entidades de MANIZALES para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Secretaría de Gobierno",GP1_76
N,"Ahora voy a mencionarle el nombre de algunas entidades de MANIZALES para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Secretaría de Obras Públicas",GP1_77
N,"Ahora voy a mencionarle el nombre de algunas entidades de MANIZALES para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Secretaría de Planeación",GP1_78
N,"Ahora voy a mencionarle el nombre de algunas entidades de MANIZALES para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Secretaría de Salud Pública",GP1_79
E,"Ahora voy a mencionarle el nombre de algunas entidades de Valledupar para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Concesión de Inter aseo",GP1_791
E,"Ahora voy a mencionarle el nombre de algunas entidades de Valledupar para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.	Concesión de alumbrado público",GP1_792
N,"Ahora voy a mencionarle el nombre de algunas entidades de MEDELLIN para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Secretaría de Hacienda",GP1_8
N,"Ahora voy a mencionarle el nombre de algunas entidades de MANIZALES para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Secretaría de Tránsito y Transporte",GP1_80
N,"Ahora voy a mencionarle el nombre de algunas entidades de MANIZALES para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Secretaría del Deporte",GP1_81
N,"Ahora voy a mencionarle el nombre de algunas entidades de MANIZALES para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Terminal de Transportes",GP1_82
N,"Ahora voy a mencionarle el nombre de algunas entidades de MANIZALES para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Unidad de Gestión del Riesgo (Ompad)",GP1_83
N,"Ahora voy a mencionarle el nombre de algunas entidades de BARRANQUILLA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Cuerpo de Bomberos",GP1_831
N,"Ahora voy a mencionarle el nombre de algunas entidades de BARRANQUILLA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Empresa de Desarrollo Urbano de Barranquilla – EDUBAR",GP1_832
N,"Ahora voy a mencionarle el nombre de algunas entidades de BARRANQUILLA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. -Teatro Amira de la Rosa",GP1_833
N,"Ahora voy a mencionarle el nombre de algunas entidades de BARRANQUILLA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Metrotel",GP1_834
N,"Ahora voy a mencionarle el nombre de algunas entidades de BARRANQUILLA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Red de hospitales",GP1_835
N,"Ahora voy a mencionarle el nombre de algunas entidades de BARRANQUILLA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. - Gerencia de Sistemas Información",GP1_836
N,"Ahora voy a mencionarle el nombre de algunas entidades de BARRANQUILLA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. -Oficina de Comunicaciones",GP1_837
N,"Ahora voy a mencionarle el nombre de algunas entidades de BARRANQUILLA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. C.R.A.",GP1_838
N,"Ahora voy a mencionarle el nombre de algunas entidades de BARRANQUILLA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. - Oficina del SISBEN",GP1_839
N,"Ahora voy a mencionarle el nombre de algunas entidades de MANIZALES para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Universidad de Caldas",GP1_84
N,"Ahora voy a mencionarle el nombre de algunas entidades de BARRANQUILLA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Junta Administradora Locales-JAL",GP1_840
N,"Ahora voy a mencionarle el nombre de algunas entidades de BARRANQUILLA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. - Personería Distrital",GP1_841
N,"Ahora voy a mencionarle el nombre de algunas entidades de BARRANQUILLA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. -Contraloría Distrital",GP1_842
N,"Ahora voy a mencionarle el nombre de algunas entidades de BARRANQUILLA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Acción Social",GP1_843
N,"Ahora voy a mencionarle el nombre de algunas entidades de BARRANQUILLA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. -Sociedad de Mejoras Publicas",GP1_844
N,"Ahora voy a mencionarle el nombre de algunas entidades de BARRANQUILLA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. -Curadurías Urbanas",GP1_845
N,"Ahora voy a mencionarle el nombre de algunas entidades de BARRANQUILLA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Procuraduría",GP1_846
N,"Ahora voy a mencionarle el nombre de algunas entidades de BARRANQUILLA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. -Defensoría del Pueblo",GP1_847
N,"Ahora voy a mencionarle el nombre de algunas entidades de BARRANQUILLA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-SENA",GP1_848
N,"Ahora voy a mencionarle el nombre de algunas entidades de BARRANQUILLA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. - INPEC",GP1_849
N,"Ahora voy a mencionarle el nombre de algunas entidades de BOGOTA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. CADES/ SUPERCADES",GP1_85
N,"Ahora voy a mencionarle el nombre de algunas entidades de BARRANQUILLA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. -DAS",GP1_850
N,"Ahora voy a mencionarle el nombre de algunas entidades de BARRANQUILLA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. -Telefónica/Telecom",GP1_851
N,"Ahora voy a mencionarle el nombre de algunas entidades de BARRANQUILLA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. -Tesorería Distrital",GP1_852
N,"Ahora voy a mencionarle el nombre de algunas entidades de BARRANQUILLA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Banco Inmobiliario Metropolitano",GP1_853
N,"Ahora voy a mencionarle el nombre de algunas entidades de BARRANQUILLA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Promocentro",GP1_854
N,"Ahora voy a mencionarle el nombre de algunas entidades de BARRANQUILLA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Instituto Distrital de Seguridad - IDIS",GP1_855
N,"Ahora voy a mencionarle el nombre de algunas entidades de BARRANQUILLA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Secretaria del Interior y Participación Ciudadana",GP1_856
N,"Ahora voy a mencionarle el nombre de algunas entidades de BARRANQUILLA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Instituto Distrital de Urbanismo y Control - IDUC",GP1_857
N,"Ahora voy a mencionarle el nombre de algunas entidades de BARRANQUILLA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Instituto Distrital de Recreación y Deportes",GP1_858
N,"Ahora voy a mencionarle el nombre de algunas entidades de BARRANQUILLA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Instituto Distrital de Cultura y Turismo-IDCT",GP1_859
N,"Ahora voy a mencionarle el nombre de algunas entidades de BOGOTA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Canal Capital",GP1_86
N,"Ahora voy a mencionarle el nombre de algunas entidades de BARRANQUILLA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-Instituto de Tránsito y Transporte - METROTRANSITO",GP1_860
N,"Ahora voy a mencionarle el nombre de algunas entidades de BOGOTA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. CODENSA",GP1_87
N,"Ahora voy a mencionarle el nombre de algunas entidades de BOGOTA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Empresa de Acueducto y Alcantarillado de Bogotá EAAB",GP1_88
N,"Ahora voy a mencionarle el nombre de algunas entidades de BOGOTA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Empresa de Energía de Bogotá S.A. EEB ESP",GP1_89
N,"Ahora voy a mencionarle el nombre de algunas entidades de MEDELLIN para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Secretaría de Infraestructura Física, antes llamada Obras Públicas",GP1_9
N,"Ahora voy a mencionarle el nombre de algunas entidades de BOGOTA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Empresa de Telecomunicaciones de Bogotá S.A. ETB ESP",GP1_90
N,"Ahora voy a mencionarle el nombre de algunas entidades de IBAGUE para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable.-GOBERNACIÓN DEL TOLIMA",GP1_900
N,"Ahora voy a mencionarle el nombre de algunas entidades de BOGOTA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Gas Natural",GP1_91
N,"Ahora voy a mencionarle el nombre de algunas entidades de BOGOTA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Instituto Distrital de Recreación y Deporte IDRD",GP1_92
N,"Ahora voy a mencionarle el nombre de algunas entidades de BOGOTA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Jardín Botánico ""José Celestino Mutis""",GP1_93
N,"Ahora voy a mencionarle el nombre de algunas entidades de BOGOTA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Orquesta Filarmónica de Bogotá",GP1_94
N,"Ahora voy a mencionarle el nombre de algunas entidades de BOGOTA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable. Policía Metropolitana de Bogotá",GP1_95
N,"Ahora voy a mencionarle el nombre de algunas entidades de CUCUTA para que por favor me diga si Usted tiene, de cada una de ellas, una imagen favorable o desfavorable-Centrales Eléctricas de Norte de Santander CENS",GP1_951
