Variables,id_label,label
GG3A_123,92,No Sabe / No Responde
GG3A_123,93,No responde
GG3A_123,94,Cualquiera
GG3A_123,95,Todos
GG3A_123,96,No aplica
GG3A_123,97,Ningún otro
GG3A_123,101,No se ha visto cambio en la ciudad/No ha mejorado nada.
GG3A_123,102,Cambia de opinión frecuentemente
GG3A_123,103,No tiene en cuenta la opiniones del pueblo/es un dictador
GG3A_123,104,Es opositor por naturaleza/Todo pone problema
GG3A_123,106,No ha terminado sus proyectos
GG3A_123,107,Ha tomado medidas que no son acertadas/No benefician al pueblo
GG3A_123,108,No Tiene experiencia/No es buen administrador
GG3A_123,109,Su equipo de trabajo lo ha dejado solo/Han renunciado
GG3A_123,110,Esta improvisando/No tiene nada planeado
GG3A_123,112,No es amable/Es grosero/No es respetuoso
GG3A_123,113,Ha nombrado mal a su equipo/esta mal asesorado
GG3A_123,114,Solo hace campaña para presidencia/Solo pendiente de los Medios
GG3A_123,116,Ha quitado beneficios que tenia la ciudad
GG3A_123,117,No tiene buenos antecedentes/Fue guerrillero
GG3A_123,119,Es corrupto/No se ve la inversión de los recursos
GG3A_123,120,No es Bogotano/No tiene sentido de pertenencia
GG3A_123,121,Esta enfermo para gobernar/Esta loco
GG3A_123,122,No es equitativo
GG3A_123,123,No lo han dejado gobernar
GG3A_123,124,No ha combatido la corrupción
GG3A_123,125,Falta de humildad / sencillez
GG3A_123,126,Solo esta trabajando en el metro
GG3A_123,127,Es el peor Alcalde
GG3A_123,128,Solo ha robado
GG3A_123,129,No termina una obra cuando comienza la otra
GG3A_123,131,No le interesan el bienestar común
GG3A_123,132,No continuo con campañas de alcaldes anteriores
GG3A_123,133,Falta compromiso
GG3A_123,134,Aumento de la inseguridad
GG3A_123,135,Aumento en impuestos/Servicios públicos/Transporte
GG3A_123,136,No esta enterado de lo que hace
GG3A_123,137,Gasta los recursos en cosas innecesarias
GG3A_123,138,Por borracho/Alcohólico
GG3A_123,139,No ha escuchado que haya hecho algo por la ciudad
GG3A_123,140,No se ha dado a conocer
GG3A_123,141,Esta terminando las obras del anterior alcalde
GG3A_123,142,Descuido la seguridad/No trabaja por la seguridad
GG3A_123,143,Es elitista/Solo favorece a los ricos
GG3A_123,144,Tiene mala imagen/Se ve siempre borracho
GG3A_123,145,La ciudad esta retrocediendo desde que el es alcalde
GG3A_123,146,No ha tratado el tema del desempleo
GG3A_123,147,Le hace falta trabajar mas por la gente/Desplazados /Pobres
GG3A_123,148,Le interesa obtener guanacias de las mega obras
GG3A_123,149,Es muy parrandera/ Se la pasa de fiesta en fiesta
GG3A_123,150,Hasta ahora esta iniciando su gobierno
GG3A_123,151,No se conoce su plan de desarrollo
GG3A_123,152,Le falta resolver algunas problemáticas
GG3A_123,201,Ha mejorado la movilidad
GG3A_123,202,Ha bajado costo de transmilenio y servicios públicos
GG3A_123,203,Combate la corrupción
GG3A_123,204,Tiene muchos opositores/No lo han dejado gobernar
GG3A_123,205,Cumple con lo que prometió
GG3A_123,206,Ha tomado algunas decisiones que benefician al pueblo
GG3A_123,207,Es corto el tiempo de gestión para poder realizar sus obras/Falta trabajar mas
GG3A_123,208,Tienen buenas ideas
GG3A_123,209,Ha tratado de mejorar los errores de la anterior administración
GG3A_123,210,Conoce bien la ciudad
GG3A_123,211,Trabaja por la equidad
GG3A_123,212,Tiene independencia política
GG3A_123,213,Cree que es buena la gestión hasta el momento
GG3A_123,214,Ha hecho cosas pero todavía le falta
GG3A_123,215,La inseguridad de la ciudad
GG3A_123,216,Aumento el desempleo/mucho desempleo
GG3A_123,217,Por su deficiente relación con el nivel departamental de gobierno
GG3A_123,218,Falta acercarse más a la gente / Al pueblo
GG3A_123,219,Está perjudicando a la tercera edad / pensionados
GG3A_123,220,No conoce lo que ha hecho/No ha hecho nada
GG3A_123,221,Solo lo conoce por el metro
GG3A_123,223,Por su autoritarismo
GG3A_123,224,No se preocupa por los pobres / falta realizar inversión social para disminuir la pobreza
GG3A_123,225,Están privatizando el sector de la salud y Educación
GG3A_123,226,No conoce nada de sus proyectos/ No conoce mucho lo que ha hecho
GG3A_123,227,Solo espera que le llegue plata
GG3A_123,228,No apoya a la gente/ No cuenta con la gente
GG3A_123,229,Debería mejorar el sector salud y Educación
GG3A_123,230,Era mejor en la anterior alcaldía/ Acabo con lo bueno que realizo la anterior alcaldía/ No continuo con planes anteriores
GG3A_123,231,No se preocupa por los ciudadanos
GG3A_123,232,Normas/ Leyes tontas
GG3A_123,233,No ha realizado obras Publicas
GG3A_123,234,No esta preparado para el cargo
GG3A_123,235,"Habla mucho, Trabaja poco"
GG3A_123,236,Hace cosas que afecta a las personas
GG3A_123,237,Mal manejo de la administración de recursos
GG3A_123,238,No ha solucionado el tema de las vías
GG3A_123,239,No ha solucionado el problema de inseguridad
GG3A_123,240,Solamente se ha concentrado en campañas educativas / Culturales
GG3A_123,241,Porque quiere cobrar el alumbrado publico
GG3A_123,242,"Porque no realiza acciones concretas, ni importantes para la ciudad"
GG3A_123,243,Porque no le convence / No le gusta su perfil
GG3A_123,244,Porque permitió la zona de tolerancia
GG3A_123,245,Porque ha hecho unas acciones buenas y otras malas
GG3A_123,246,Porque implemento el pico y placa que perjudica a la ciudad
GG3A_123,247,Porque no se ha preocupado por los indigentes / No ha solucionado el problema de los habitantes de la calle
GG3A_123,248,No trabaja por el espacio público/ Se ha perdido el espacio público/ los vendedores han ocupado el espacio publico
GG3A_123,249,La ciudad ha desmejorado / No se ve el progreso de la ciudad
GG3A_123,250,Ha trabajado en unos asuntos y ha descuidado otros / le falta ayudar otros barrios / le falta trabajar en algunos temas importantes
GG3A_123,251,Lo que ha hecho es muy poco / Le falta trabajar más por la ciudad / Le falta gestión
GG3A_123,252,Le falta apoyo para desarrollar sus proyectos / le falta recursos
GG3A_123,253,Es pantallero / Solo imagen
GG3A_123,254,Por sindicalista
GG3A_123,255,Le falta prevención de paros / Le hacen paros
GG3A_123,256,No ha solucionado el problema de los transportadores / del transporte / el transito de la ciudad
GG3A_123,257,Le falta trabajar en la vivienda / Más recursos para construir vivienda
GG3A_123,258,Por falta de honestidad / Deshonesto
GG3A_123,259,"Falta gestión en la realización de las obras para evitar problemas alternos (irregularidades, afectar el transito, diseños inadecuados)"
GG3A_123,260,Le falta mas ejecución en sus proyectos
GG3A_123,261,No deja trabajar a las personas que trabajan en la calle
GG3A_123,262,Deja las cosas a medias / No es lo que esperaba
GG3A_123,263,No ha solucionado el problema de los desplazados
GG3A_123,264,Incremento el trabajo con el TransMilenio / Pero generó desempleo
GG3A_123,265,Porque se concentro solo en el tema de TransMilenio / Solo se enfoca en transmilenio / MIO
GG3A_123,266,"No ha empezado proyectos de él, solo obras de Peñaloza"
GG3A_123,267,Esta siguiendo solo los proyectos de Alcaldías anteriores
GG3A_123,268,No muestra interés por la ciudad
GG3A_123,269,Por  privilegiar los intereses particulares sobre los intereses generales
GG3A_123,270,Por sus antecedentes / Por su mala imagen
GG3A_123,271,Ayuda a los ricos y no a los pobres / No se preocupa por los pobres
GG3A_123,272,Lleva muy poco en la alcaldía no ha empezado/ Le falta tiempo para trabajar
GG3A_123,273,No deja trabajar a las personas que trabajan en la calle / No soluciona el problema de los vendedores ambulantes / No deja trabajar a los vendedores ambulantes
GG3A_123,274,Tiene buenas ideas / Ha hecho buenas acciones
GG3A_123,275,Muchos impuestos / Alto costo de servicios públicos
GG3A_123,276,No muestra interés por la ciudad /  No se preocupa por los temas de la ciudad / Falta compromiso con la ciudad
GG3A_123,277,Depende de otros para gobernar / La gente que lo rodea se aprovecha / Son otros lo que gobiernan
GG3A_123,278,Por su discapacidad física
GG3A_123,279,No ha solucionado el problema de las basuras / Mucha basura en la ciudad
GG3A_123,280,Le falta seriedad
GG3A_123,281,Saca mucha gente de los trabajos
GG3A_123,282,Le sube mucho a los servicios
GG3A_123,283,Es mal alcalde
GG3A_123,284,Por que se concentro solo en el tema de TransMilenio
GG3A_123,285,Es muy populista
GG3A_123,286,Por falta de comunicación con la gente
GG3A_123,287,Equipo de gobierno
GG3A_123,288,No ha hecho nada / no ha hecho nada por la ciudad
GG3A_123,289,Por politiquero/Demagogo
GG3A_123,290,"Ha hecho progamas sociales (Educación, cultura, programas para la niñez)"
GG3A_45,1,Por eficiente comunicación con la Administración [MUNICIPAL/ DISTRITAL]
GG3A_45,2,Por la adecuada concertación con la gente
GG3A_45,3,Porque ha cumplido con lo prometido en su programa de gobierno
GG3A_45,4,Porque NO desconoce las problemáticas de la ciudad
GG3A_45,5,Por la eficiencia técnica de su equipo de gobierno
GG3A_45,6,Porque se ha concentrado en acciones prioritarias
GG3A_45,7,Porque ha sido hábil políticamente en la venta de sus proyectos
GG3A_45,8,Por su autoridad frente a su equipo de gobierno
GG3A_45,9,Por su autoridad frente a la ciudadanía
GG3A_45,10,Por su liderazgo
GG3A_45,11,Por su capacidad de tomar decisiones oportunas y adecuadas
GG3A_45,12,Por su buena relación con el nivel nacional de gobierno
GG3A_45,13,Por su buena relación con los empresarios de la ciudad
GG3A_45,14,Por su buena relación con el Concejo de la ciudad
GG3A_45,15,Por su transparencia y honestidad
GG3A_45,16,Está implementando buenos proyectos para beneficio de la ciudad/ realiza Por las obras que ha realizado / buena infraestructura para la ciudad
GG3A_45,17,"Ha trabajado por población vulnerable (tercera edad, niños, pobres)"
GG3A_45,18,Está trabajando por mejorar la seguridad
GG3A_45,19,Ha trabajado mucho por la ciudad
GG3A_45,20,Es un buen alcalde
GG3A_45,21,Ha seguido los lineamientos de Alejandro Char
GG3A_45,22,Porque está mejorando los colegios / Las instalaciones educativas
GG3A_45,23,Ayuda / Se preocupa por ayudar a la ciudadanía
GG3A_45,24,Ha mejorado el estado de las vías / Ha pavimentado las calles
GG3A_45,25,Por el programa Universidad de tu Barrio
GG3A_45,26,Ha mejorado el ambiente en [CIUDAD]
GG3A_45,27,Porque se ve el progreso que a tenido  [CIUDAD]
GG3A_45,28,Ha mejorado el sistema de salud en [CIUDAD]
GG3A_45,29,Por cómo ha manejado el tema de la VALORIZACIÓN
GG3A_45,30,Está haciendo las cosas bien / Buena gestión
GG3A_45,31,Ha embellecido la ciudad
GG3A_45,32,Por la canalización de los arroyos
GG3A_45,33,Se preocupa por la educación/Trabaja por la educación
GG3A_45,34,Está trabajando por la seguridad
GG3A_45,35,Es una buena persona / Buen hombre
GG3A_45,36,Busca igualdad social
GG3A_45,37,Por que NO desconoce las problemáticas de la ciudad
GG3A_45,38,Se preocupa por las necesidades de la ciudad
GG3A_45,39,Buen manejo de los recursos
GG3A_45,40,Le falta trabajar por la seguridad de la ciudad
GG3A_45,41,Esta preocupado por la ciudad
GG3A_45,50,No ha realizado buenas inversiones
GG3A_45,51,Faltan cosas por realizar
GG3A_45,52,Existen roscas políticas
GG3A_45,53,Su gabinete no lo han apoyado/ la oposición no lo ha dejado trabajar
GG3A_45,54,Le falta conocer mas de administración
GG3A_45,55,Su enfermedad no lo ha dejado trabajar
GG3A_45,56,Falta tiempo para demostrar que puede hacer/Es muy corto el tiempo para evaluar su desempeño
GG3A_45,57,Incentiva el consumo de drogas con los centros controlados de consumo
GG3A_45,58,Le falta trabajar en lo que prometió
GG3A_45,59,No se ha concentrado en todos los temas de la ciudad
GG3A_45,60,No es corrupto ni clientista
GG3A_45,61,Ha solucionado los problemas de la anterior alcaldía
GG3A_45,62,"Favorece a los habitantes de la ciudad/Progreso en la ciudad (seguridad, educación)"
GG3A_45,63,Creo leyes para proteger a los animales
GG3A_45,64,Los cambios de pico y placa han favorecido a la ciudad/Ha mejorado la movilidad
GG3A_45,65,Combate fuertemente la corrupción
GG3A_45,66,Esta combatiendo la drogadicción con los centros de consumo controlados
GG3A_45,67,Ha planteado programas de convivencia ciudadana
GG3A_45,68,Las inversiones se ven reflejadas
GG3A_45,69,Tiene buen equipo de trabajo/Esta bien asesorado
GG3A_45,70,Ha bajado el costo del transporte y servicios públicos
GG3A_45,71,Todas sus propuestas están planeadas/No ha improvisado
GG3A_45,72,Apoya la educación y la cultura ciudadana
GG3A_45,73,Se preocupa por el medio ambiente
GG3A_45,74,Ha recibido criticas injustas
GG3A_45,75,Ha generado empleo /Esta generando empleo / Trabajando por el desempleo
GG3A_45,76,Ha invertido en vivienda
GG3A_45,77,Es una persona preparada/Inteligente
GG3A_45,78,Esta pendiente del medio ambiente
GG3A_45,79,Contribuye en el desarme/Armas
GG3A_45,80,Es confiable
GG3A_45,81,Ha trabajado por la educación
GG3A_45,82,Sigue con campañas de alcaldes anteriores
GG3A_45,83,Por el metro
GG3A_45,84,Buena imagen / Bien hasta el momento
GG3A_45,85,Falta darse a conocer más
GG3A_45,86,Tiene buenas ideas para trabajar por Bogotá (Educación / Niños / Ambiente)
GG3A_45,87,Ha hechos cosas buenas / Buenos proyectos
GG3A_45,88,Claridad / Seriedad / Experiencia
GG3A_45,89,Otro. ¿Cuál?
GG3A_45,90,Ninguna Razón
GG3A_45,91,Cualquiera
GG3A_45,92,No Sabe / No Responde
GG3A_45,93,No responde
GG3A_45,94,cualquiera
GG3A_45,95,Todos
GG3A_45,96,No aplica
GG3A_45,97,Ningún otro
GG3A_45,101,Ojalá lo dejen trabajar
GG3A_45,102,Muchas expectativas
GG3A_45,103,Ha hecho buenos proyectos educativos
GG3A_45,104,Debe hacer mejores proyectos para mejorar la seguridad
GG3A_45,105,Ha hecho cosas buenas en salud y educación de niños/jóvenes/trabaja por los niños
GG3A_45,106,Trabaja igual de bien que el anterior alcalde
GG3A_45,107,Ha trabajado en recuperar el espacio publico/Reubicar vendedores/Sistema de transporte publico
GG3A_45,108,Le falta tiempo/le falta trabajar algunos aspectos en general
GG3A_45,109,Por su labor y empuje
GG3A_45,110,Aun falta necesidades por cubrir
GG3A_45,111,Ha ayudado a las personas pobres/necesitadas
GG3A_45,112,Hasta ahora esta iniciando su gobierno
GG3A_45,113,Posee experiencia
GG3A_45,114,Falta mas apoyo para mejorar la ciudad
GG3A_45,115,Ha mejorado la ciudad en todo aspecto
GG3A_45,116,Le falta carácter para manejar sus proyectos
GG3A_45,117,Ha trabajado en lo que no han hecho los otros alcaldes
GG3A_45,118,Por su buena relación con el nivel departamental de gobierno
GG3A_45,119,Lleva muy poco tiempo / Falta mucho por hacer
GG3A_45,120,Tiene buenas ideas para trabajar por la ciudad
GG3A_45,121,Falta muchos aspectos para mejorar la ciudad
GG3A_45,122,Se ha preocupado por el tema de la salud
GG3A_45,123,Está trabajando por la ciudad/Se preocupa por la ciudad
GG3A_45,124,Por ser mujer
GG3A_45,125,Por su autoridad
GG3A_45,126,No ha cumplido lo que prometió
GG3A_45,127,Saca muchos impuestos
GG3A_45,128,"Planes como (Pico y placa, día sin carro) Rumba hasta las 3am"
GG3A_45,129,Falta ayuda para los pobres
GG3A_45,130,Es trabajador
GG3A_45,131,Por las buenas obras de transporte; como: TransMilenio / Metrocali / MIO /MetroPlus
GG3A_45,132,Le faltan recursos / Apoyo para invertir
GG3A_45,133,"Otras obras como: (Ciclo Vías, Parques, Transporte público Etc.)"
GG3A_45,134,Por que ha descongestionado la ciudad
GG3A_45,135,Por que no permite trabajar a los vendedores ambulantes
GG3A_45,136,Por que no es politiquero
GG3A_45,137,"Por que le falta preocuparse mas por los vulnerables (Desplazados, madres cabeza de familia y Otras)"
GG3A_45,138,Por que le falto ocuparse mas del desempleo
GG3A_45,139,Por que falta ocuparse del mejoramiento de las vías
GG3A_45,140,Por ser una persona seria
GG3A_45,141,Por que beneficia a algunos y desfavorece a otros
GG3A_45,142,Por que no le gusta su administración / Ideas
GG3A_45,143,Por que conoce su trayectoria
GG3A_45,144,Por que es Excéntrico / Hace locuras
GG3A_45,145,Por que no confía del todo en él
GG3A_45,146,Por que es simbólico / Creativo
GG3A_45,147,Visita los barrios / Las localidades
GG3A_45,148,Trabaja por la alimentación
GG3A_45,149,Deja trabajar a los vendedores ambulantes
GG3A_45,150,"Se preocupa por las madres cabeza de familia, la tercera edad"
GG3A_45,151,Por los planes zanahorios
GG3A_45,152,Se ha preocupado por la gestión social
GG3A_45,153,"Ha hecho buenas cosas, buena gestión pero le falta"
GG3A_45,154,Por el programa de alimentación / Restaurante en los colegios/ Comedores comunitarios / Refrigerios
GG3A_45,155,Podría trabajar más en temas de interés público
GG3A_45,156,Se ha preocupado por los desplazados
GG3A_45,157,Es sincero/Educado/Confiable/Sencillo
GG3A_45,158,"Trabaja por la alimentación, la nutrición, la salud"
GG3A_45,159,Por las campañas educativas / Culturales
GG3A_45,160,Es inteligente / Tiene buenas ideas
GG3A_45,161,Se le ve el interés por trabajar por la ciudad
GG3A_45,162,Se ha preocupado por controlar el expendio de drogas
GG3A_45,163,Tiene buenas referencias de su gestión
GG3A_45,164,Se ha preocupado por la infraestructura de la ciudad
GG3A_45,165,Ha trabajado en la recolección de basuras
GG3A_45,166,Le falta hacer mas por la ciudad
GG3A_45,167,"Por la calidad humana que muestra (es sincero, Educado, Confiable, Sencillo, humano)"
GG3A_45,168,"Otras obras para recreación como: Ciclo vías, Parques, etc."
GG3A_45,169,Porque se preocupa por la niñez y/o La juventud
GG3A_45,170,Porque no confía del todo en él
GG3A_45,171,Hasta el momento ha trabajado bien / ha realizado buenas cosas por la ciudad
GG3A_45,172,Se le ve el interés de trabajar por la ciudad
GG3A_45,173,Se ha preocupado por la inversión social
GG3A_45,174,Por las obras que ha realizado / buena infraestructura para la ciudad
GG3A_45,175,Trabaja por la cultura
GG3A_45,176,"Ha hecho obras de apoyo a la formación ciudanía como son: bibliotecas,"
GG3A_45,177,Ha puesto la ciudad mas bonita/ más organizada / con mejor imagen
GG3A_45,178,Se ha visto mejoras en La CIUDAD
GG3A_45,179,"Planes como (Pico y Placa, Día sin carro) / Rumba hasta la 3 / Por diversos programas como: Bogotá sin Indiferencia, Bogotá Despierta, Septimazo"
GG3A_45,180,Es buen administrador de los recursos
GG3A_45,181,"Trabaja / Ayuda a los pobres,  necesitados"
GG3A_45,182,Tiene buenos programas / proyectos
GG3A_45,183,Esta trabajando por el espacio público
GG3A_45,184,La propuesta del desarme
GG3A_45,185,"A pesar de su discapacidad, trabaja / Trata de cumplir"
GG3A_45,186,Es honesto
GG3A_45,187,Esta comenzando hay que darle mas tiempo
GG3A_45,188,Obras de pavimentación / ha mejorado las vías
GG3A_45,189,Por la adecuada concentración con la gente / Está con el pueblo
GG3A_45,190,Por que ha trabajado por la seguridad de la ciudad
GG3A_45,191,Esta trabajando por los programas de vivienda
GG4,1,Muy mala gestión
GG4,2,2
GG4,3,3
GG4,4,4
GG4,5,Muy buena gestión
GG4,6,No conoce el equipo de gobierno
GG4,92,No Sabe / No Responde
GG5,1,Muy insatisfecho
GG5,2,Algo insatisfecho
GG5,3,Ni satisfecho ni insatisfecho
GG5,4,Algo satisfecho
GG5,5,Muy satisfecho
GG5,92,No Sabe / No Responde
GG5A,1,Nada
GG5A,2,2
GG5A,3,3
GG5A,4,4
GG5A,5,Mucho
GG5B,1,Se ve el trabajo que ha realizado en la ciudad/ que está trabajando por la comunidad
GG5B,2,Está cumpliendo lo que prometió
GG5B,3,Ha presentado buenos proyectos/ Ha realizado obras en la ciudad
GG5B,4,No la han dejado trabajar
GG5B,5,Es una buena alcaldesa/ Ha realizado un buen gobierno en la alcaldía/ Tiene buena imagen
GG5B,6,Se roban la plata/ Son corruptos
GG5B,7,Esta ayudando en vivienda de interés social
GG5B,8,Ha ayudado a los más necesitados/ Se ve la ayuda a los pobres
GG5B,9,Han mejorado las vías de la ciudad/ Han pavimentado calles
GG5B,10,Están embelleciendo la ciudad/ Está mejorando el aspecto de la ciudad
GG5B,11,No informan de los proyectos que realizan/ Muy poca información sobre lo que hacen/ Tiene poco conocimiento de ella y su gestión
GG5B,12,Han realizado proyectos en su barrio/ zona
GG5B,13,Han realizado inversiones en educación/ Mejorado la educación
GG5B,14,No se ha visto su trabajo o proyectos en su barrio/ zona
GG5B,15,Los proyectos se ven retrasados o postergados por las presiones/ obstáculos políticos/ falta de apoyo
GG5B,16,No ha hecho nada/ No se ha visto ningún proyecto en la ciudad/ No ha cumplido lo que prometió
GG5B,17,Solo ven a los políticos en época de elecciones
GG5B,18,Informan en los medios sobre las realizaciones de la alcaldía
GG5B,19,"Han actuado y reubicado a las familias que están en zona de riesgo como: el cerro de La Popa, barrios de invasión y pobres, inundables, etc."
GG5B,20,Dan una información entendible/ completa/ clara
GG5B,21,Se han visto los resultados favorables en la ciudad / avances en la ciudad
GG5B,22,Tiene interés por el pueblo/ Esta pendiente de las necesidades de la comunidad/ Se hace presente cuando hay problemas
GG5B,23,Ha mejorado la seguridad
GG5B,24,Ha mejorado el servicio de salud
GG5B,25,Ha ofrecido alternativas de empleo
GG5B,26,Ha trabajado por la cultura/ el deporte
GG5B,27,Trabajan para su propio beneficio/ el bien de ellos
GG5B,28,Siempre esta en fiestas / se ve tomando / en reuniones sociales y eventos
GG5B,29,No trabaja por los pobres / Es muy poco lo que hace por los necesitados
GG5B,30,Hacen proyectos para los que no lo necesitan / para los ricos
GG5B,31,Dan información incompleta
GG5B,32,La ciudad va para atrás / esta cada vez peor
GG5B,33,Falta mejorar la seguridad / Hay mucha delincuencia
GG5B,34,Ha sido un mal gobierno / La gestión de la alcaldesa es deficiente
GG5B,35,La información que dan es inexacta / no es verdad
GG5B,36,No le presta atención a la política / no le interesa / No confía en los políticos
GG5B,37,Hay muchas calles sin pavimentar / en mal estado
GG5B,38,No tienen sobre que informar / No es mucho lo que hacen
GG5B,39,"Por que desconoce algunas problemáticas de la ciudad / No se preocupa, ni se presenta ante los problemas de la ciudad"
GG5B,40,Informan lo que les conviene / manipulan la información
GG5B,41,"Más atención a poblaciones vulnerables (tercera edad, gamines, mujeres cabeza de hogar)"
GG5B,42,Le falta mucho por hacer / faltan muchas obras y proyectos que se necesitan / Hay muchas obras inconclusas
GG5B,43,Hay mucho desempleo
GG5B,44,Le falta más interés y compromiso para trabajar por la ciudad
GG5B,45,Hay deficiencia en el servicio de salud
GG5B,46,Informan sobre lo que están haciendo/ Se puede saber lo que están haciendo/ Dan información por los diferentes medios
GG5B,47,"Tiene abandonados necesidades prioritarias y se ha concentrado en algunas zonas y sectores de la ciudad como: TransCaribe, turístico, centro histórico"
GG5B,48,No se ven los resultados
GG5B,49,Espera que estas encuestas sirvan para tener en cuenta sus necesidades y mejorar los problemas de la ciudad
GG5B,50,Deben ofrecer más oportunidades de tener viviendas/ mejoras de vivienda
GG5B,51,Hay comentarios desfavorables / Tiene seguidores y también gente insatisfecha
GG5B,52,Falta trabajar por la educación
GG5B,53,"Invierten en proyectos que no son prioritarias, en zonas pudientes / No ayuda a todas las zonas y estratos por igual"
GG5B,54,Informan con anticipación/ anterioridad/ a tiempo/ de manera oportuna
GG5B,55,Debe permitir a la comunidad ser veedora
GG5B,56,Se necesita utilizar la internet como medio informativo
GG5B,57,La información llega a ultimo momento
GG5B,58,No hay claridad en la información que brindan
GG5B,59,"Da atención a poblaciones vulnerables (tercera edad, gamines, mujeres cabeza de hogar)"
GG5B,60,La información le llega solo a unos pocos
GG5B,61,Debe contar con mejor equipo de trabajo
GG5B,62,Realiza reuniones con la comunidad para dar información
GG5B,63,Se puede acceder a la información a través de internet
GG5B,64,Tiene asesores buenos/ buen equipo de trabajo
GG5B,65,Permite participar a la comunidad en los proyectos
GG5B,89,Otros
GG5B,93,No responde
GG5B,96,No aplica
GG5B_12_*,1,Falta información de los proyectos realizados por la alcaldía / No los divulgan por ningún medio
GG5B_12_*,2,Porque no ha trabajado en nada / Siguen los mismos problemas
GG5B_12_*,3,Falta honestidad en la información
GG5B_12_*,4,La información no es completa
GG5B_12_*,5,La información es adecuada
GG5B_12_*,89,Otros
GG5B_3_*,1,Falta información de cómo se ejecutan las obras en la ciudad / De la inversión de los dineros/ falta divulgación por los medios
GG5B_3_*,2,Falta que la alcaldía realice más obras
GG5B_3_*,3,Los proyectos no se están realizando en su totalidad
GG5B_3_*,4,La información no es completa / No dicen toda la verdad /No son claros
GG5B_3_*,5,La gestión ha sido regular /le falta trabajar más
GG5B_3_*,6,Todavía le falta realizar más obras
GG5B_3_*,7,Siempre están informando sobre las obras y proyectos de la alcaldía a través de los medios de comunicación
GG5B_3_*,8,La información es clara y oportuna
GG5B_3_*,9,El alcalde inaugura la obras y el mismo las informa /Ha hecho grandes obras
GG5B_3_*,89,Otros
GG5B_3_*,92,No Sabe / No Responde
GG5B_45_*,1,Siempre están informando sobre las obras y proyectos de la alcaldía a través de los medios de comunicación /Vallas Carteleras
GG5B_45_*,2,"La información es clara, verdadera y oportuna sobre la utilización de los recursos"
GG5B_45_*,3,El alcalde inaugura la obras con la comunidad y el mismo las informa /Ha hecho grandes obras
GG5B_45_*,4,"Están construyendo colegios /Ayudando con la salud, vías / vivienda y lo están informando"
GG5B_45_*,5,El alcalde le esta cumpliendo a Barranquilla/ Hay progreso en la ciudad/ Se ve el trabajo del alcalde/es transparente
GG5B_45_*,6,Falta información de cómo se ejecutan las obras en la ciudad / De la inversión de los dineros/ falta divulgación por los medios
GG5B_45_*,7,Falta trabajar en obras para la ciudad / Falta terminar algunos proyectos
GG5B_45_*,8,Falta que la información llegue a más ciudadanos/Falta mayor divulgación
GG5B_45_*,89,Otros
GG5B_45_*,92,No Sabe / No Responde
GG6,1,Nada
GG6,2,2
GG6,3,3
GG6,4,4
GG6,5,Mucho
GG6,92,No Sabe / No Responde
GG6A,1,Muy poco
GG6A,2,2
GG6A,3,3
GG6A,4,4
GG6A,5,Mucho
GG6B,1,Nada
GG6B,2,2
GG6B,3,3
GG6B,4,4
GG6B,5,Mucho
GG6C_1,1,"Nada transparente/sincero
Sincero"
GG6C_1,2,2
GG6C_1,3,3
GG6C_1,4,4
GG6C_1,5,Totalmente transparente/sincero
GG6C_1,92,No Sabe / No Responde
GG6C_2,1,"Nada transparente/sincero
Sincero"
GG6C_2,2,2
GG6C_2,3,3
GG6C_2,4,4
GG6C_2,5,Totalmente transparente/sincero
GG6C_2,92,No Sabe / No Responde
GG6C_3,1,"Nada transparente/sincero
Sincero"
GG6C_3,2,2
GG6C_3,3,3
GG6C_3,4,4
GG6C_3,5,Totalmente transparente/sincero
GG6C_3,92,No Sabe / No Responde
GG6C_4,1,"Nada transparente/sincero
Sincero"
GG6C_4,2,2
GG6C_4,3,3
GG6C_4,4,4
GG6C_4,5,Totalmente transparente/sincero
GG6C_4,92,No Sabe / No Responde
GG7,1,Ha disminuido mucho
GG7,2,Ha disminuido algo
GG7,3,Sigue igual
GG7,4,Ha aumentado algo
GG7,5,Ha aumentado mucho
GG7A,1,Ha disminuido mucho
GG7A,2,Ha disminuido algo
GG7A,3,Sigue igual
GG7A,4,Ha aumentado algo
GG7A,5,Ha aumentado mucho
GG8,1,Las empresas/ el sector privado
GG8,2,Las ONGs/ Organizaciones no gubernamentales
GG8,3,Los medios de comunicación
GG8,4,Las organizaciones internacionales
GG8,5,"Los entes de control del [DISTRITO/ MUNICIPIO/ CIUDAD]: Personería, Contraloría [Y VEEDURÍA DISTRITAL]"
GG8,6,El Concejo de [CIUDAD]
GG8,7,"Los entes de control del gobierno nacional: Contraloría General, Procuraduría"
GG8,8,"Las entidades de la rama judicial, como la Fiscalía General de la Nación y las Altas Cortes"
GG8,9,El gobierno nacional
GG8,10,La Alcaldía [MAYOR] y las entidades del [DISTRITO/ MUNICIPIO]
GG8,11,El Congreso de la República
GG8,12,Las veedurías ciudadanas
GG8,13,Cualquier ciudadano a través de acciones populares
GG8,14,Las iglesias
GG8,15,La Policía Nacional
GG8,16,Ejercito Nacional
GG8,17,Instituciones educativas
GG8,18,Policía / CTI / Ejército
GG8,19,Juntas de Acción Comunal
GG8,20,Personería Municipal
GG8,21,Contraloría Municipal
GG8,22,En el pueblo
GG8,23,Consejo comunitario
